iso3,Year,inform_ph,gain,inform_ph_class,gain_class
AFG,1995,64,34.6403306405188,High,Very high
AFG,1996,64,34.6185453083568,High,Very high
AFG,1997,64,34.6691859417394,High,Very high
AFG,1998,64,34.8392320339542,High,Very high
AFG,1999,64,34.8527388989955,High,Very high
AFG,2000,64,34.8674887125526,High,Very high
AFG,2001,64,35.3175918953871,High,Very high
AFG,2002,64,35.7857249109156,High,Very high
AFG,2003,64,36.6315691380112,High,Very high
AFG,2004,64,36.2973053720889,High,Very high
AFG,2005,64,33.3231118466458,High,Very high
AFG,2006,64,31.5009730350403,High,Very high
AFG,2007,64,31.4398280374421,High,Very high
AFG,2008,64,31.1247678943051,High,Very high
AFG,2009,64,31.032512010618,High,Very high
AFG,2010,64,31.7501686320897,High,Very high
AFG,2011,64,30.9446997907753,High,Very high
AFG,2012,68,32.0211477967573,Very high,Very high
AFG,2013,71,31.9299577434767,Very high,Very high
AFG,2014,70,32.9016851149945,Very high,Very high
AFG,2015,69,32.9890994645275,Very high,Very high
AFG,2016,68,33.2939389702559,Very high,Very high
AFG,2017,67,32.5581723757689,Very high,Very high
AFG,2018,66,32.3676070071482,Very high,Very high
AFG,2019,66,33.5215727214542,Very high,Very high
AFG,2020,66,32.9999316006805,Very high,Very high
AFG,2021,66,32.9999316006805,Very high,Very high
AFG,2022,66,32.9999316006805,Very high,Very high
AGO,1995,37,33.5091565160289,Medium,Very high
AGO,1996,37,33.4940141939101,Medium,Very high
AGO,1997,37,33.1602857869179,Medium,Very high
AGO,1998,37,32.8235107416327,Medium,Very high
AGO,1999,37,32.835942936145,Medium,Very high
AGO,2000,37,32.8449729565934,Medium,Very high
AGO,2001,37,33.3425141320027,Medium,Very high
AGO,2002,37,34.0554803571983,Medium,Very high
AGO,2003,37,34.851996556763,Medium,Very high
AGO,2004,37,34.9180876335213,Medium,Very high
AGO,2005,37,34.4332897691402,Medium,Very high
AGO,2006,37,33.2682594937108,Medium,Very high
AGO,2007,37,33.8104359891558,Medium,Very high
AGO,2008,37,34.2296440076023,Medium,Very high
AGO,2009,37,34.4861547016376,Medium,Very high
AGO,2010,37,33.8083557523929,Medium,Very high
AGO,2011,37,33.8412686295024,Medium,Very high
AGO,2012,37,34.7406859988214,Medium,Very high
AGO,2013,46,35.1159195791849,Medium,Very high
AGO,2014,46,35.2082009589822,Medium,Very high
AGO,2015,45,35.4055649069908,Medium,Very high
AGO,2016,45,36.81489241678,Medium,Very high
AGO,2017,45,36.9092213995446,Medium,Very high
AGO,2018,45,37.3959967372144,Medium,Very high
AGO,2019,45,37.5463354843007,Medium,Very high
AGO,2020,44,37.8609948419591,Medium,Very high
AGO,2021,44,37.8609948419591,Medium,Very high
AGO,2022,45,37.8609948419591,Medium,Very high
ALB,1995,47,43.8381966193676,Medium,High
ALB,1996,47,43.8389174764782,Medium,High
ALB,1997,47,43.9031142060547,Medium,High
ALB,1998,47,43.7113269530465,Medium,High
ALB,1999,47,43.4655461497767,Medium,High
ALB,2000,47,43.63645387207,Medium,High
ALB,2001,47,43.9041306927774,Medium,High
ALB,2002,47,44.3279066326114,Medium,High
ALB,2003,47,44.1087162614098,Medium,High
ALB,2004,47,44.872832270561,Medium,High
ALB,2005,47,44.5474505787256,Medium,High
ALB,2006,47,43.910525651558,Medium,High
ALB,2007,47,44.6731725190918,Medium,High
ALB,2008,47,45.4985298366092,Medium,Medium
ALB,2009,47,46.5258311981432,Medium,Medium
ALB,2010,47,46.8333642680024,Medium,Medium
ALB,2011,47,47.0018679499062,Medium,Medium
ALB,2012,49,47.6540875488068,Medium,Medium
ALB,2013,53,48.3655566795049,High,Medium
ALB,2014,53,49.7806020967578,High,Medium
ALB,2015,51,50.0741942232364,High,Low
ALB,2016,50,49.8134628096069,High,Medium
ALB,2017,50,49.8468256077438,High,Medium
ALB,2018,48,49.9727328315175,Medium,Medium
ALB,2019,50,49.892286692483,High,Medium
ALB,2020,50,49.7578377350107,High,Medium
ALB,2021,50,49.7578377350107,High,Medium
ALB,2022,50,49.7578377350107,High,Medium
AND,1995,,,,
AND,1996,,,,
AND,1997,,,,
AND,1998,,,,
AND,1999,,,,
AND,2000,,,,
AND,2001,,,,
AND,2002,,,,
AND,2003,,,,
AND,2004,,,,
AND,2005,,,,
AND,2006,,,,
AND,2007,,,,
AND,2008,,,,
AND,2009,,,,
AND,2010,,,,
AND,2011,,,,
AND,2012,,,,
AND,2013,,,,
AND,2014,,,,
AND,2015,,,,
AND,2016,,,,
AND,2017,,,,
AND,2018,,,,
AND,2019,,,,
AND,2020,,,,
ARE,1995,31,50.3411525522881,Low,Low
ARE,1996,31,50.3744298110303,Low,Low
ARE,1997,31,50.4756881993563,Low,Low
ARE,1998,31,50.6365606429725,Low,Low
ARE,1999,31,50.7669166153337,Low,Low
ARE,2000,31,51.0593854818665,Low,Low
ARE,2001,31,51.9340488697513,Low,Low
ARE,2002,31,52.9643968196467,Low,Low
ARE,2003,31,52.3801652955818,Low,Low
ARE,2004,31,52.4458856222001,Low,Low
ARE,2005,31,52.9600609394484,Low,Low
ARE,2006,31,54.9665744276253,Low,Low
ARE,2007,31,55.4488850841645,Low,Low
ARE,2008,31,55.5914211004941,Low,Low
ARE,2009,31,55.2678766720203,Low,Low
ARE,2010,31,56.6309305231743,Low,Low
ARE,2011,31,57.3821438695667,Low,Low
ARE,2012,36,57.8212634966323,Medium,Low
ARE,2013,33,59.1829582195118,Low,Low
ARE,2014,31,60.4291815190779,Low,Very low
ARE,2015,28,60.613216381747,Low,Very low
ARE,2016,27,59.9767246054025,Low,Low
ARE,2017,28,60.3573234924118,Low,Very low
ARE,2018,26,60.4424061085156,Low,Very low
ARE,2019,26,60.6210686398513,Low,Very low
ARE,2020,26,60.7350588503079,Low,Very low
ARE,2021,26,60.7350588503079,Low,Very low
ARE,2022,26,60.7350588503079,Low,Very low
ARG,1995,33,48.5369616203106,Low,Medium
ARG,1996,33,48.7038457496247,Low,Medium
ARG,1997,33,48.5364006078743,Low,Medium
ARG,1998,33,48.4213538609006,Low,Medium
ARG,1999,33,48.4352416211608,Low,Medium
ARG,2000,33,48.5348773460404,Low,Medium
ARG,2001,33,47.1908220861834,Low,Medium
ARG,2002,33,46.1585007472681,Low,Medium
ARG,2003,33,46.8070737030022,Low,Medium
ARG,2004,33,46.6190821844673,Low,Medium
ARG,2005,33,48.037256812815,Low,Medium
ARG,2006,33,46.8687622351907,Low,Medium
ARG,2007,33,47.4527919570065,Low,Medium
ARG,2008,33,47.0214791234263,Low,Medium
ARG,2009,33,46.9264839677368,Low,Medium
ARG,2010,33,47.3293636080964,Low,Medium
ARG,2011,33,47.6019381860331,Low,Medium
ARG,2012,36,47.2970507559027,Medium,Medium
ARG,2013,39,46.7422921464773,Medium,Medium
ARG,2014,37,46.3890583286767,Medium,Medium
ARG,2015,36,46.5971941904959,Medium,Medium
ARG,2016,36,48.3924887371742,Medium,Medium
ARG,2017,35,48.6540983616687,Medium,Medium
ARG,2018,35,48.6864224559005,Medium,Medium
ARG,2019,35,48.6427673073374,Medium,Medium
ARG,2020,35,48.8170026631385,Medium,Medium
ARG,2021,35,48.8170026631385,Medium,Medium
ARG,2022,35,48.8170026631385,Medium,Medium
ARM,1995,42,47.3242944803327,Medium,Medium
ARM,1996,42,47.319713809018,Medium,Medium
ARM,1997,42,46.9849215330804,Medium,Medium
ARM,1998,42,47.6511266323749,Medium,Medium
ARM,1999,42,48.0378493114287,Medium,Medium
ARM,2000,42,48.5478741255723,Medium,Medium
ARM,2001,42,48.6546636731731,Medium,Medium
ARM,2002,42,50.2662611062212,Medium,Low
ARM,2003,42,51.0809300939893,Medium,Low
ARM,2004,42,50.467119579241,Medium,Low
ARM,2005,42,51.2060119783659,Medium,Low
ARM,2006,42,50.4837438005616,Medium,Low
ARM,2007,42,50.8129078712611,Medium,Low
ARM,2008,42,52.2237725796944,Medium,Low
ARM,2009,42,51.8029838732195,Medium,Low
ARM,2010,42,52.1890949430452,Medium,Low
ARM,2011,42,51.6312479296302,Medium,Low
ARM,2012,40,52.1447150047934,Medium,Low
ARM,2013,41,52.9432818696935,Medium,Low
ARM,2014,45,53.8662418187373,Medium,Low
ARM,2015,44,54.2884697573669,Medium,Low
ARM,2016,44,54.591980046395,Medium,Low
ARM,2017,44,54.8516063794733,Medium,Low
ARM,2018,43,55.2190822773642,Medium,Low
ARM,2019,43,55.7889678544665,Medium,Low
ARM,2020,43,55.5871384464245,Medium,Low
ARM,2021,42,55.5871384464245,Medium,Low
ARM,2022,42,55.5871384464245,Medium,Low
ATG,1995,30,48.3974089988316,Low,Medium
ATG,1996,30,48.4575627690408,Low,Medium
ATG,1997,30,48.6644347583827,Low,Medium
ATG,1998,30,48.8125595046896,Low,Medium
ATG,1999,30,48.9494344345928,Low,Medium
ATG,2000,30,49.0870701801887,Low,Medium
ATG,2001,30,49.1993712968361,Low,Medium
ATG,2002,30,49.4471662892584,Low,Medium
ATG,2003,30,49.6681870192581,Low,Medium
ATG,2004,30,49.6872679074381,Low,Medium
ATG,2005,30,50.2894862471641,Low,Low
ATG,2006,30,49.4862355555194,Low,Medium
ATG,2007,30,49.5244539783064,Low,Medium
ATG,2008,30,49.631986815331,Low,Medium
ATG,2009,30,49.8722800440202,Low,Medium
ATG,2010,30,50.3223919147098,Low,Low
ATG,2011,30,49.9284107032874,Low,Medium
ATG,2012,30,50.2161488277423,Low,Low
ATG,2013,36,50.0694012250539,Medium,Low
ATG,2014,36,49.2209222275843,Medium,Medium
ATG,2015,35,49.4712798133779,Medium,Medium
ATG,2016,34,49.2280954157807,Low,Medium
ATG,2017,34,48.3306804808762,Low,Medium
ATG,2018,34,48.5127522616234,Low,Medium
ATG,2019,34,48.5107608866997,Low,Medium
ATG,2020,34,48.4252605037073,Low,Medium
ATG,2021,34,48.4252605037073,Low,Medium
ATG,2022,34,48.4252605037073,Low,Medium
AUS,1995,33,62.3854096621947,Low,Very low
AUS,1996,33,62.5265075425559,Low,Very low
AUS,1997,33,62.8615886095537,Low,Very low
AUS,1998,33,63.2869900153766,Low,Very low
AUS,1999,33,63.7179826409124,Low,Very low
AUS,2000,33,64.3199654289112,Low,Very low
AUS,2001,33,64.7259235378108,Low,Very low
AUS,2002,33,64.7881262627674,Low,Very low
AUS,2003,33,65.0285492697907,Low,Very low
AUS,2004,33,65.4342000507621,Low,Very low
AUS,2005,33,65.6787009467573,Low,Very low
AUS,2006,33,67.3706710498133,Low,Very low
AUS,2007,33,68.2911796884587,Low,Very low
AUS,2008,33,68.7109236217652,Low,Very low
AUS,2009,33,68.2647660592749,Low,Very low
AUS,2010,33,68.7417398512258,Low,Very low
AUS,2011,33,68.8939624520111,Low,Very low
AUS,2012,32,69.071013946551,Low,Very low
AUS,2013,30,69.7636426425155,Low,Very low
AUS,2014,30,69.9604070575662,Low,Very low
AUS,2015,30,69.7964351506457,Low,Very low
AUS,2016,30,69.8065009209607,Low,Very low
AUS,2017,29,69.2756103226034,Low,Very low
AUS,2018,30,69.4161837987957,Low,Very low
AUS,2019,30,69.1515561535135,Low,Very low
AUS,2020,30,68.495970004396,Low,Very low
AUS,2021,30,68.495970004396,Low,Very low
AUS,2022,30,68.495970004396,Low,Very low
AUT,1995,17,65.5238858959855,Very low,Very low
AUT,1996,17,65.8586001678944,Very low,Very low
AUT,1997,17,66.047378970054,Very low,Very low
AUT,1998,17,66.1944912432549,Very low,Very low
AUT,1999,17,66.4280466538335,Very low,Very low
AUT,2000,17,66.675780507166,Very low,Very low
AUT,2001,17,67.0716375893421,Very low,Very low
AUT,2002,17,67.4051420169409,Very low,Very low
AUT,2003,17,67.3187806710035,Very low,Very low
AUT,2004,17,67.5898857157819,Very low,Very low
AUT,2005,17,68.057924152973,Very low,Very low
AUT,2006,17,69.5819691731985,Very low,Very low
AUT,2007,17,70.1682117874589,Very low,Very low
AUT,2008,17,70.051281408279,Very low,Very low
AUT,2009,17,69.1069352102858,Very low,Very low
AUT,2010,17,69.5199636876527,Very low,Very low
AUT,2011,17,69.6430785886708,Very low,Very low
AUT,2012,17,69.951855338509,Very low,Very low
AUT,2013,19,70.5242774762254,Very low,Very low
AUT,2014,19,71.1212950083261,Very low,Very low
AUT,2015,18,71.1342918650524,Very low,Very low
AUT,2016,18,70.4546797398684,Very low,Very low
AUT,2017,18,70.7547661601921,Very low,Very low
AUT,2018,18,70.8149078801326,Very low,Very low
AUT,2019,18,70.5151451270812,Very low,Very low
AUT,2020,18,70.1439086208684,Very low,Very low
AUT,2021,18,70.1439086208684,Very low,Very low
AUT,2022,18,70.1439086208684,Very low,Very low
AZE,1995,42,42.0151915404428,Medium,High
AZE,1996,42,41.843683952194,Medium,High
AZE,1997,42,42.4783375790999,Medium,High
AZE,1998,42,42.8003203700708,Medium,High
AZE,1999,42,42.6552612891445,Medium,High
AZE,2000,42,42.5833622944339,Medium,High
AZE,2001,42,43.4693071321081,Medium,High
AZE,2002,42,45.5542618611111,Medium,Medium
AZE,2003,42,45.8940106208035,Medium,Medium
AZE,2004,42,46.200735902012,Medium,Medium
AZE,2005,42,46.6497356525606,Medium,Medium
AZE,2006,42,44.3213090950999,Medium,High
AZE,2007,42,44.443690285061,Medium,High
AZE,2008,42,44.4918718320867,Medium,High
AZE,2009,42,46.3615003872448,Medium,Medium
AZE,2010,42,45.8378825910535,Medium,Medium
AZE,2011,42,46.2440737063274,Medium,Medium
AZE,2012,46,46.1574541139655,Medium,Medium
AZE,2013,49,47.4786541744297,Medium,Medium
AZE,2014,47,48.706721704165,Medium,Medium
AZE,2015,46,49.3350614751389,Medium,Medium
AZE,2016,45,50.2103713596001,Medium,Low
AZE,2017,45,49.6292043866019,Medium,Medium
AZE,2018,44,49.8133529351342,Medium,Medium
AZE,2019,45,50.7549791422055,Medium,Low
AZE,2020,44,50.068246653371,Medium,Low
AZE,2021,44,50.068246653371,Medium,Low
AZE,2022,44,50.068246653371,Medium,Low
BDI,1995,40,34.8868527536768,Medium,Very high
BDI,1996,40,35.0169732340812,Medium,Very high
BDI,1997,40,35.001506645835,Medium,Very high
BDI,1998,40,34.9963299483578,Medium,Very high
BDI,1999,40,35.5751469800597,Medium,Very high
BDI,2000,40,35.6027786104528,Medium,Very high
BDI,2001,40,34.5581690231286,Medium,Very high
BDI,2002,40,35.0186634407214,Medium,Very high
BDI,2003,40,34.8492778717615,Medium,Very high
BDI,2004,40,34.4526953021974,Medium,Very high
BDI,2005,40,34.5125492795435,Medium,Very high
BDI,2006,40,32.9881797959122,Medium,Very high
BDI,2007,40,33.3105502049793,Medium,Very high
BDI,2008,40,33.2338351939335,Medium,Very high
BDI,2009,40,33.0984069280859,Medium,Very high
BDI,2010,40,31.9977702231813,Medium,Very high
BDI,2011,40,31.4902996132227,Medium,Very high
BDI,2012,42,31.2248865937615,Medium,Very high
BDI,2013,50,33.2451184588334,High,Very high
BDI,2014,50,36.7541136365373,High,Very high
BDI,2015,49,36.1857421728317,Medium,Very high
BDI,2016,48,35.3622652022633,Medium,Very high
BDI,2017,48,35.3565673913559,Medium,Very high
BDI,2018,48,35.3009946617191,Medium,Very high
BDI,2019,48,35.491484331288,Medium,Very high
BDI,2020,48,35.5189058131821,Medium,Very high
BDI,2021,48,35.5189058131821,Medium,Very high
BDI,2022,48,35.5189058131821,Medium,Very high
BEL,1995,15,59.2043952681303,Very low,Low
BEL,1996,15,59.4609441696524,Very low,Low
BEL,1997,15,59.4161744419714,Very low,Low
BEL,1998,15,59.0490918947312,Very low,Low
BEL,1999,15,59.1239123649544,Very low,Low
BEL,2000,15,59.5555898260101,Very low,Low
BEL,2001,15,59.7854500224959,Very low,Low
BEL,2002,15,60.1984278014563,Very low,Very low
BEL,2003,15,60.0844592462371,Very low,Very low
BEL,2004,15,60.2603509677905,Very low,Very low
BEL,2005,15,59.9703681429336,Very low,Low
BEL,2006,15,61.2387941552065,Very low,Very low
BEL,2007,15,61.5971062134533,Very low,Very low
BEL,2008,15,62.097952162733,Very low,Very low
BEL,2009,15,62.4794406609671,Very low,Very low
BEL,2010,15,62.105912082109,Very low,Very low
BEL,2011,15,62.4017975875564,Very low,Very low
BEL,2012,15,62.7757401100977,Very low,Very low
BEL,2013,16,63.1244651895354,Very low,Very low
BEL,2014,16,63.7492168511852,Very low,Very low
BEL,2015,16,63.8202725338421,Very low,Very low
BEL,2016,16,62.8378578581481,Very low,Very low
BEL,2017,16,62.5806480767567,Very low,Very low
BEL,2018,17,62.2352610875674,Very low,Very low
BEL,2019,17,62.397548107661,Very low,Very low
BEL,2020,17,62.7350040325208,Very low,Very low
BEL,2021,17,62.7350040325208,Very low,Very low
BEL,2022,17,62.7350040325208,Very low,Very low
BEN,1995,30,37.9245256498002,Low,Very high
BEN,1996,30,37.8802640174211,Low,Very high
BEN,1997,30,37.9276845666827,Low,Very high
BEN,1998,30,37.9407102030471,Low,Very high
BEN,1999,30,37.9773286698501,Low,Very high
BEN,2000,30,38.0070405856684,Low,Very high
BEN,2001,30,37.9031721708091,Low,Very high
BEN,2002,30,37.7269199924139,Low,Very high
BEN,2003,30,37.7742725255554,Low,Very high
BEN,2004,30,37.5102220445744,Low,Very high
BEN,2005,30,36.7233314053316,Low,Very high
BEN,2006,30,36.0651251100263,Low,Very high
BEN,2007,30,35.9975346750631,Low,Very high
BEN,2008,30,35.7682311153331,Low,Very high
BEN,2009,30,35.6250560211745,Low,Very high
BEN,2010,30,34.5699577006266,Low,Very high
BEN,2011,30,34.9653686291433,Low,Very high
BEN,2012,31,34.7037633918913,Low,Very high
BEN,2013,43,35.3186058817847,Medium,Very high
BEN,2014,43,35.2371345059668,Medium,Very high
BEN,2015,43,36.0568473559762,Medium,Very high
BEN,2016,43,36.2957142568193,Medium,Very high
BEN,2017,42,37.2707136629063,Medium,Very high
BEN,2018,42,37.5146517815203,Medium,Very high
BEN,2019,42,37.6969319172884,Medium,Very high
BEN,2020,42,38.2191823074841,Medium,Very high
BEN,2021,42,38.2191823074841,Medium,Very high
BEN,2022,42,38.2191823074841,Medium,Very high
BFA,1995,37,35.1033317568307,Medium,Very high
BFA,1996,37,35.0800080035475,Medium,Very high
BFA,1997,37,35.2567045916953,Medium,Very high
BFA,1998,37,35.1652885547497,Medium,Very high
BFA,1999,37,35.4604390051378,Medium,Very high
BFA,2000,37,35.7952498666601,Medium,Very high
BFA,2001,37,35.9818389579654,Medium,Very high
BFA,2002,37,35.8050708080874,Medium,Very high
BFA,2003,37,35.9291863811985,Medium,Very high
BFA,2004,37,36.112484765182,Medium,Very high
BFA,2005,37,35.4456211047468,Medium,Very high
BFA,2006,37,33.5468816788971,Medium,Very high
BFA,2007,37,34.2550649791256,Medium,Very high
BFA,2008,37,34.5254934041627,Medium,Very high
BFA,2009,37,35.33558630056,Medium,Very high
BFA,2010,37,35.0293482644211,Medium,Very high
BFA,2011,37,35.0794043266789,Medium,Very high
BFA,2012,39,35.2090274807914,Medium,Very high
BFA,2013,47,35.1164149485424,Medium,Very high
BFA,2014,47,35.5498001636305,Medium,Very high
BFA,2015,47,35.672204005935,Medium,Very high
BFA,2016,46,37.1978019230634,Medium,Very high
BFA,2017,46,37.61288495787,Medium,Very high
BFA,2018,46,37.6522841063828,Medium,Very high
BFA,2019,46,37.3809702265273,Medium,Very high
BFA,2020,46,37.1803449395957,Medium,Very high
BFA,2021,46,37.1803449395957,Medium,Very high
BFA,2022,46,37.1803449395957,Medium,Very high
BGD,1995,62,36.5943337042763,High,Very high
BGD,1996,62,36.6657492695155,High,Very high
BGD,1997,62,36.6583386018021,High,Very high
BGD,1998,62,37.4073827648017,High,Very high
BGD,1999,62,37.2439067257219,High,Very high
BGD,2000,62,37.0718249536121,High,Very high
BGD,2001,62,36.776527906994,High,Very high
BGD,2002,62,36.6786947451291,High,Very high
BGD,2003,62,36.510018905236,High,Very high
BGD,2004,62,36.1339493260748,High,Very high
BGD,2005,62,37.4082754847862,High,Very high
BGD,2006,62,41.4236218332196,High,High
BGD,2007,62,41.6095005417442,High,High
BGD,2008,62,42.2290106485555,High,High
BGD,2009,62,42.5439738790805,High,High
BGD,2010,62,44.0130453590811,High,High
BGD,2011,62,44.3380300472407,High,High
BGD,2012,65,44.5298561356713,Very high,High
BGD,2013,66,44.4446082513415,Very high,High
BGD,2014,64,34.5117388423388,High,Very high
BGD,2015,63,34.76661725436,High,Very high
BGD,2016,62,35.8524220643881,High,Very high
BGD,2017,61,36.2297339428405,High,Very high
BGD,2018,60,36.6285237249187,High,Very high
BGD,2019,60,36.601590413789,High,Very high
BGD,2020,60,36.8813953155784,High,Very high
BGD,2021,60,36.8813953155784,High,Very high
BGD,2022,60,36.8813953155784,High,Very high
BGR,1995,30,50.4028169069324,Low,Low
BGR,1996,30,50.84016418318,Low,Low
BGR,1997,30,51.8746439811057,Low,Low
BGR,1998,30,51.8998964617785,Low,Low
BGR,1999,30,51.581453548543,Low,Low
BGR,2000,30,51.4395501087238,Low,Low
BGR,2001,30,51.6177613061015,Low,Low
BGR,2002,30,52.3038909221298,Low,Low
BGR,2003,30,52.7091772930294,Low,Low
BGR,2004,30,52.9634360834821,Low,Low
BGR,2005,30,53.2089575298802,Low,Low
BGR,2006,30,53.0662958284873,Low,Low
BGR,2007,30,53.2383099559553,Low,Low
BGR,2008,30,53.2012795845804,Low,Low
BGR,2009,30,53.3167170650149,Low,Low
BGR,2010,30,53.2368347597687,Low,Low
BGR,2011,30,53.7733286233403,Low,Low
BGR,2012,34,54.1816867779292,Low,Low
BGR,2013,36,54.3973314698129,Medium,Low
BGR,2014,34,54.8851965280496,Low,Low
BGR,2015,32,54.9180096206923,Low,Low
BGR,2016,31,54.4723276063131,Low,Low
BGR,2017,31,54.5788741603906,Low,Low
BGR,2018,31,54.9820539385695,Low,Low
BGR,2019,31,55.1586733094965,Low,Low
BGR,2020,31,54.9283813562323,Low,Low
BGR,2021,31,54.9283813562323,Low,Low
BGR,2022,31,54.9283813562323,Low,Low
BHR,1995,0,45.8493245332027,Very low,Medium
BHR,1996,0,45.8122918238199,Very low,Medium
BHR,1997,0,46.0694718615111,Very low,Medium
BHR,1998,0,46.4840470276901,Very low,Medium
BHR,1999,0,46.715295541787,Very low,Medium
BHR,2000,0,47.02807192475,Very low,Medium
BHR,2001,0,47.6826559112556,Very low,Medium
BHR,2002,0,48.3202280220444,Very low,Medium
BHR,2003,0,48.1977515479723,Very low,Medium
BHR,2004,0,48.2431789168251,Very low,Medium
BHR,2005,0,48.9791974100375,Very low,Medium
BHR,2006,0,51.9327408599073,Very low,Low
BHR,2007,0,52.5945271850557,Very low,Low
BHR,2008,0,49.8492136465845,Very low,Medium
BHR,2009,0,50.3929128660392,Very low,Low
BHR,2010,0,50.1853027349318,Very low,Low
BHR,2011,0,50.5527717671971,Very low,Low
BHR,2012,0,50.5710779297324,Very low,Low
BHR,2013,16,50.6458121615936,Very low,Low
BHR,2014,15,51.5872960236983,Very low,Low
BHR,2015,15,51.5702602030512,Very low,Low
BHR,2016,15,51.1941733014541,Very low,Low
BHR,2017,15,50.8109919056602,Very low,Low
BHR,2018,16,50.8716662317271,Very low,Low
BHR,2019,15,51.211660008261,Very low,Low
BHR,2020,16,52.7415543698847,Very low,Low
BHR,2021,16,52.7415543698847,Very low,Low
BHR,2022,16,52.7415543698847,Very low,Low
BHS,1995,31,48.6809539739928,Low,Medium
BHS,1996,31,48.7671865600602,Low,Medium
BHS,1997,31,49.2350958118442,Low,Medium
BHS,1998,31,49.6934729104709,Low,Medium
BHS,1999,31,49.850731372284,Low,Medium
BHS,2000,31,50.1429285237737,Low,Low
BHS,2001,31,50.4088826455889,Low,Low
BHS,2002,31,50.6724010578972,Low,Low
BHS,2003,31,50.5675380542965,Low,Low
BHS,2004,31,50.6962100060797,Low,Low
BHS,2005,31,51.7881718135665,Low,Low
BHS,2006,31,54.9393418675754,Low,Low
BHS,2007,31,55.1451181500783,Low,Low
BHS,2008,31,50.3390537365946,Low,Low
BHS,2009,31,49.7396925445176,Low,Medium
BHS,2010,31,49.6916863851816,Low,Medium
BHS,2011,31,49.8890657036223,Low,Medium
BHS,2012,29,50.1779911333929,Low,Low
BHS,2013,31,49.7084406965792,Low,Medium
BHS,2014,31,49.9074086344776,Low,Medium
BHS,2015,29,49.4911757855087,Low,Medium
BHS,2016,29,49.0036968713563,Low,Medium
BHS,2017,30,48.5723991084735,Low,Medium
BHS,2018,30,48.620295828065,Low,Medium
BHS,2019,30,48.5834844139656,Low,Medium
BHS,2020,30,48.374655729972,Low,Medium
BHS,2021,31,48.374655729972,Low,Medium
BHS,2022,31,48.374655729972,Low,Medium
BIH,1995,42,46.6196492373585,Medium,Medium
BIH,1996,42,46.6461050821776,Medium,Medium
BIH,1997,42,46.5513883087259,Medium,Medium
BIH,1998,42,46.4521519297125,Medium,Medium
BIH,1999,42,46.5936183482016,Medium,Medium
BIH,2000,42,46.8829005240493,Medium,Medium
BIH,2001,42,47.6077706894713,Medium,Medium
BIH,2002,42,47.7339860293588,Medium,Medium
BIH,2003,42,47.8228784543462,Medium,Medium
BIH,2004,42,48.7638437414772,Medium,Medium
BIH,2005,42,48.1466985398204,Medium,Medium
BIH,2006,42,47.0729874062688,Medium,Medium
BIH,2007,42,47.3240128556243,Medium,Medium
BIH,2008,42,47.9636834402434,Medium,Medium
BIH,2009,42,47.9934071479201,Medium,Medium
BIH,2010,42,48.1493515000992,Medium,Medium
BIH,2011,42,48.7040350629376,Medium,Medium
BIH,2012,45,49.2187887590619,Medium,Medium
BIH,2013,41,49.8749606976579,Medium,Medium
BIH,2014,41,50.812383493248,Medium,Low
BIH,2015,40,50.1984519764981,Medium,Low
BIH,2016,41,50.3958203332487,Medium,Low
BIH,2017,40,50.6270445990767,Medium,Low
BIH,2018,40,50.5214805448712,Medium,Low
BIH,2019,41,49.9929837613642,Medium,Medium
BIH,2020,41,49.6858377432799,Medium,Medium
BIH,2021,41,49.6858377432799,Medium,Medium
BIH,2022,41,49.6858377432799,Medium,Medium
BLR,1995,25,50.5101651957848,Low,Low
BLR,1996,25,50.8693862816192,Low,Low
BLR,1997,25,50.7223310960555,Low,Low
BLR,1998,25,50.9300964827924,Low,Low
BLR,1999,25,51.0741431806257,Low,Low
BLR,2000,25,51.1304744857373,Low,Low
BLR,2001,25,51.1560985909934,Low,Low
BLR,2002,25,51.0646247939726,Low,Low
BLR,2003,25,52.4183633831003,Low,Low
BLR,2004,25,52.4068014590529,Low,Low
BLR,2005,25,52.450039964234,Low,Low
BLR,2006,25,50.0525873582941,Low,Low
BLR,2007,25,51.1174361035867,Low,Low
BLR,2008,25,52.2336864169526,Low,Low
BLR,2009,25,54.353217596612,Low,Low
BLR,2010,25,54.3849956620998,Low,Low
BLR,2011,25,55.1528609923973,Low,Low
BLR,2012,33,56.5252614603686,Low,Low
BLR,2013,31,56.623054002971,Low,Low
BLR,2014,26,56.2308690117668,Low,Low
BLR,2015,24,56.2270268734578,Low,Low
BLR,2016,24,56.9586058877053,Low,Low
BLR,2017,23,58.3609142848301,Low,Low
BLR,2018,23,58.8283202413761,Low,Low
BLR,2019,22,59.1776861227144,Low,Low
BLR,2020,22,57.8548842065979,Low,Low
BLR,2021,22,57.8548842065979,Low,Low
BLR,2022,22,57.8548842065979,Low,Low
BLZ,1995,51,43.8874962760032,High,High
BLZ,1996,51,44.3133502213967,High,High
BLZ,1997,51,44.1870216460682,High,High
BLZ,1998,51,44.5380192749523,High,High
BLZ,1999,51,44.4133382280588,High,High
BLZ,2000,51,44.5834185187427,High,High
BLZ,2001,51,44.5536467968161,High,High
BLZ,2002,51,45.3278280148138,High,Medium
BLZ,2003,51,45.8052900599373,High,Medium
BLZ,2004,51,44.5558513767132,High,High
BLZ,2005,51,45.7269943968796,High,Medium
BLZ,2006,51,43.1333984675972,High,High
