ISO,year,base_year,currency,source,ver,gdp_defl
ABW,1980,2020,USD,WEO_est,Oct2022,0.59887648763946
ABW,1981,2020,USD,WEO_est,Oct2022,0.60217644242249
ABW,1982,2020,USD,WEO_est,Oct2022,0.605494580757213
ABW,1983,2020,USD,WEO_est,Oct2022,0.60883100283941
ABW,1984,2020,USD,WEO_est,Oct2022,0.612185809416967
ABW,1985,2020,USD,WEO_est,Oct2022,0.615559101792915
ABW,1986,2020,USD,WEO_est,Oct2022,0.61895098182849
ABW,1987,2020,USD,WEO_est,Oct2022,0.622361551946206
ABW,1988,2020,USD,WEO_est,Oct2022,0.625790915132953
ABW,1989,2020,USD,WEO_est,Oct2022,0.629239174943102
ABW,1990,2020,USD,WEO_est,Oct2022,0.632706435501632
ABW,1991,2020,USD,WEO_est,Oct2022,0.63619280150728
ABW,1992,2020,USD,WEO_est,Oct2022,0.639698378235694
ABW,1993,2020,USD,WEO_est,Oct2022,0.64322327154262
ABW,1994,2020,USD,WEO_est,Oct2022,0.646767587867093
ABW,1995,2020,USD,WEO,Oct2022,0.650331434234653
ABW,1996,2020,USD,WEO,Oct2022,0.670943514245332
ABW,1997,2020,USD,WEO,Oct2022,0.695999307595721
ABW,1998,2020,USD,WEO,Oct2022,0.741670399735472
ABW,1999,2020,USD,WEO,Oct2022,0.757126165877957
ABW,2000,2020,USD,WEO,Oct2022,0.764302962534889
ABW,2001,2020,USD,WEO,Oct2022,0.742631571064936
ABW,2002,2020,USD,WEO,Oct2022,0.775814113429612
ABW,2003,2020,USD,WEO,Oct2022,0.799357692534478
ABW,2004,2020,USD,WEO,Oct2022,0.821923460822977
ABW,2005,2020,USD,WEO,Oct2022,0.863502054350301
ABW,2006,2020,USD,WEO,Oct2022,0.893678277274961
ABW,2007,2020,USD,WEO,Oct2022,0.939892710603621
ABW,2008,2020,USD,WEO,Oct2022,0.979813087371606
ABW,2009,2020,USD,WEO,Oct2022,0.996594243838786
ABW,2010,2020,USD,WEO,Oct2022,0.984479140831365
ABW,2011,2020,USD,WEO,Oct2022,1.02380309157631
ABW,2012,2020,USD,WEO,Oct2022,1.02555283766789
ABW,2013,2020,USD,WEO,Oct2022,1.00522335601592
ABW,2014,2020,USD,WEO,Oct2022,1.0285921138319
ABW,2015,2020,USD,WEO,Oct2022,1.05453429454015
ABW,2016,2020,USD,WEO,Oct2022,1.04006288603342
ABW,2017,2020,USD,WEO,Oct2022,1.02177400377318
ABW,2018,2020,USD,WEO,Oct2022,1.00525780020498
ABW,2019,2020,USD,WEO,Oct2022,1.05090856321839
ABW,2020,2020,USD,WEO,Oct2022,1
ABW,2021,2020,USD,WEO,Oct2022,1.02224330803428
ABW,2022,2020,USD,WEO,Oct2022,1.10074000671861
ABW,2023,2020,USD,WEO,Oct2022,1.13430300192197
ABW,2024,2020,USD,WEO,Oct2022,1.16895481156061
ABW,2025,2020,USD,WEO,Oct2022,1.2044525852432
ABW,2026,2020,USD,WEO,Oct2022,1.24104868609546
ABW,2027,2020,USD,WEO,Oct2022,1.27427197130062
AFG,1980,2020,USD,WEO_est,Oct2022,0.341209546919
AFG,1981,2020,USD,WEO_est,Oct2022,0.350506151768501
AFG,1982,2020,USD,WEO_est,Oct2022,0.360056052173499
AFG,1983,2020,USD,WEO_est,Oct2022,0.369866149431777
AFG,1984,2020,USD,WEO_est,Oct2022,0.37994353287407
AFG,1985,2020,USD,WEO_est,Oct2022,0.390295484987215
AFG,1986,2020,USD,WEO_est,Oct2022,0.400929486676892
AFG,1987,2020,USD,WEO_est,Oct2022,0.411853222673743
AFG,1988,2020,USD,WEO_est,Oct2022,0.423074587086798
AFG,1989,2020,USD,WEO_est,Oct2022,0.4346016891082
AFG,1990,2020,USD,WEO_est,Oct2022,0.446442858873371
AFG,1991,2020,USD,WEO_est,Oct2022,0.458606653480831
AFG,1992,2020,USD,WEO_est,Oct2022,0.471101863176049
AFG,1993,2020,USD,WEO_est,Oct2022,0.483937517703767
AFG,1994,2020,USD,WEO_est,Oct2022,0.497122892833404
AFG,1995,2020,USD,WEO_est,Oct2022,0.510667517062251
AFG,1996,2020,USD,WEO_est,Oct2022,0.524581178501304
AFG,1997,2020,USD,WEO_est,Oct2022,0.538873931948704
AFG,1998,2020,USD,WEO_est,Oct2022,0.553556106155902
AFG,1999,2020,USD,WEO_est,Oct2022,0.568638311291802
AFG,2000,2020,USD,WEO_est,Oct2022,0.584131446610265
AFG,2001,2020,USD,WEO_est,Oct2022,0.600046708326527
AFG,2002,2020,USD,WEO,Oct2022,0.616395597708218
AFG,2003,2020,USD,WEO,Oct2022,0.591257151300113
AFG,2004,2020,USD,WEO,Oct2022,0.663810557840479
AFG,2005,2020,USD,WEO,Oct2022,0.71136091099255
AFG,2006,2020,USD,WEO,Oct2022,0.758151402243115
AFG,2007,2020,USD,WEO,Oct2022,0.826463603341925
AFG,2008,2020,USD,WEO,Oct2022,0.957641165580521
AFG,2009,2020,USD,WEO,Oct2022,0.93059802627116
AFG,2010,2020,USD,WEO,Oct2022,1.08997814569142
AFG,2011,2020,USD,WEO,Oct2022,1.19498838454996
AFG,2012,2020,USD,WEO,Oct2022,1.18936915596366
AFG,2013,2020,USD,WEO,Oct2022,1.11859064147178
AFG,2014,2020,USD,WEO,Oct2022,1.11329928914751
AFG,2015,2020,USD,WEO,Oct2022,1.07251587543781
AFG,2016,2020,USD,WEO,Oct2022,0.943180152150594
AFG,2017,2020,USD,WEO,Oct2022,0.962863222112224
AFG,2018,2020,USD,WEO,Oct2022,0.927260429291259
AFG,2019,2020,USD,WEO,Oct2022,0.915386632896305
AFG,2020,2020,USD,WEO,Oct2022,1
AFG,2021,2020,USD,WEO_est,Oct2022,1.0272460279422
AFG,2022,2020,USD,WEO_est,Oct2022,1.05523440192303
AFG,2023,2020,USD,WEO_est,Oct2022,1.0839853479234
AFG,2024,2020,USD,WEO_est,Oct2022,1.11351964300186
AFG,2025,2020,USD,WEO_est,Oct2022,1.14385863030928
AFG,2026,2020,USD,WEO_est,Oct2022,1.17502423451261
AFG,2027,2020,USD,WEO_est,Oct2022,1.20703897763891
AGO,1980,2020,USD,WEO,Oct2022,0.794542511923363
AGO,1981,2020,USD,WEO,Oct2022,0.777907264272008
AGO,1982,2020,USD,WEO,Oct2022,0.777907264272008
AGO,1983,2020,USD,WEO,Oct2022,0.778028846296784
AGO,1984,2020,USD,WEO,Oct2022,0.777965375928118
AGO,1985,2020,USD,WEO,Oct2022,0.926102325403435
AGO,1986,2020,USD,WEO,Oct2022,0.842641349607325
AGO,1987,2020,USD,WEO,Oct2022,0.925328731158418
AGO,1988,2020,USD,WEO,Oct2022,0.945880829435016
AGO,1989,2020,USD,WEO,Oct2022,1.09985431225601
AGO,1990,2020,USD,WEO,Oct2022,1.25385864504462
AGO,1991,2020,USD,WEO,Oct2022,1.0844169684561
AGO,1992,2020,USD,WEO,Oct2022,0.750472925545201
AGO,1993,2020,USD,WEO,Oct2022,0.490859570046124
AGO,1994,2020,USD,WEO,Oct2022,0.323407670531887
AGO,1995,2020,USD,WEO,Oct2022,0.365750667175412
AGO,1996,2020,USD,WEO,Oct2022,0.424259664752619
AGO,1997,2020,USD,WEO,Oct2022,0.464457742217115
AGO,1998,2020,USD,WEO,Oct2022,0.376069153382102
AGO,1999,2020,USD,WEO,Oct2022,0.348062987060664
AGO,2000,2020,USD,WEO,Oct2022,0.501097440959626
AGO,2001,2020,USD,WEO,Oct2022,0.470708453260855
AGO,2002,2020,USD,WEO,Oct2022,0.579155405177922
AGO,2003,2020,USD,WEO,Oct2022,0.655304678255342
AGO,2004,2020,USD,WEO,Oct2022,0.780899138636849
AGO,2005,2020,USD,WEO,Oct2022,1.06566574138543
AGO,2006,2020,USD,WEO,Oct2022,1.35354221109064
AGO,2007,2020,USD,WEO,Oct2022,1.47925167523984
AGO,2008,2020,USD,WEO,Oct2022,1.80516833427973
AGO,2009,2020,USD,WEO,Oct2022,1.42123862957868
AGO,2010,2020,USD,WEO,Oct2022,1.61547990655442
AGO,2011,2020,USD,WEO,Oct2022,2.08277730658198
AGO,2012,2020,USD,WEO,Oct2022,2.19802090573694
AGO,2013,2020,USD,WEO,Oct2022,2.23583222634477
AGO,2014,2020,USD,WEO,Oct2022,2.2734094589086
AGO,2015,2020,USD,WEO,Oct2022,1.79591399983939
AGO,2016,2020,USD,WEO,Oct2022,1.60438261763688
AGO,2017,2020,USD,WEO,Oct2022,1.93884806650353
AGO,2018,2020,USD,WEO,Oct2022,1.63190736479054
AGO,2019,2020,USD,WEO,Oct2022,1.37043148387097
AGO,2020,2020,USD,WEO,Oct2022,1
AGO,2021,2020,USD,WEO,Oct2022,1.28308613798821
AGO,2022,2020,USD,WEO,Oct2022,2.07052806410648
AGO,2023,2020,USD,WEO,Oct2022,2.17459628121458
AGO,2024,2020,USD,WEO,Oct2022,2.19599708216016
AGO,2025,2020,USD,WEO,Oct2022,2.21315816556809
AGO,2026,2020,USD,WEO,Oct2022,2.2312537192223
AGO,2027,2020,USD,WEO,Oct2022,2.25608816051872
AIA,1980,2020,USD,OECD,Feb2023,0.46204583
AIA,1981,2020,USD,OECD,Feb2023,0.44890099
AIA,1982,2020,USD,OECD,Feb2023,0.42140778
AIA,1983,2020,USD,OECD,Feb2023,0.38598267
AIA,1984,2020,USD,OECD,Feb2023,0.35651626
AIA,1985,2020,USD,OECD,Feb2023,0.36240118
AIA,1986,2020,USD,OECD,Feb2023,0.43252453
AIA,1987,2020,USD,OECD,Feb2023,0.50889194
AIA,1988,2020,USD,OECD,Feb2023,0.58736902
AIA,1989,2020,USD,OECD,Feb2023,0.58330007
AIA,1990,2020,USD,OECD,Feb2023,0.68547953
AIA,1991,2020,USD,OECD,Feb2023,0.72693676
AIA,1992,2020,USD,OECD,Feb2023,0.74709398
AIA,1993,2020,USD,OECD,Feb2023,0.6574242
AIA,1994,2020,USD,OECD,Feb2023,0.68009005
AIA,1995,2020,USD,OECD,Feb2023,0.71900659
AIA,1996,2020,USD,OECD,Feb2023,0.74122509
AIA,1997,2020,USD,OECD,Feb2023,0.77529644
AIA,1998,2020,USD,OECD,Feb2023,0.79667911
AIA,1999,2020,USD,OECD,Feb2023,0.78843284
AIA,2000,2020,USD,OECD,Feb2023,0.75018211
AIA,2001,2020,USD,OECD,Feb2023,0.7269817
AIA,2002,2020,USD,OECD,Feb2023,0.77293095
AIA,2003,2020,USD,OECD,Feb2023,0.86423742
AIA,2004,2020,USD,OECD,Feb2023,0.99479799
AIA,2005,2020,USD,OECD,Feb2023,1.01778738
AIA,2006,2020,USD,OECD,Feb2023,1.05968414
AIA,2007,2020,USD,OECD,Feb2023,1.18458196
AIA,2008,2020,USD,OECD,Feb2023,1.10556649
AIA,2009,2020,USD,OECD,Feb2023,0.9708427
AIA,2010,2020,USD,OECD,Feb2023,0.97310747
AIA,2011,2020,USD,OECD,Feb2023,1.03096038
AIA,2012,2020,USD,OECD,Feb2023,1.03546081
AIA,2013,2020,USD,OECD,Feb2023,1.04457382
AIA,2014,2020,USD,OECD,Feb2023,1.1174429
AIA,2015,2020,USD,OECD,Feb2023,1.04233108
AIA,2016,2020,USD,OECD,Feb2023,0.9381581
AIA,2017,2020,USD,OECD,Feb2023,0.91143287
AIA,2018,2020,USD,OECD,Feb2023,0.96300961
AIA,2019,2020,USD,OECD,Feb2023,0.93991413
AIA,2020,2020,USD,OECD,Feb2023,1
AIA,2021,2020,USD,OECD,Feb2023,1.08110066
AIA,2022,2020,USD,WEO,Oct2022,1.0415024310927
AIA,2023,2020,USD,WEO,Oct2022,1.12944535920464
AIA,2024,2020,USD,WEO,Oct2022,1.21284599334357
AIA,2025,2020,USD,WEO,Oct2022,1.25206197511233
AIA,2026,2020,USD,WEO,Oct2022,1.3015452279004
AIA,2027,2020,USD,WEO,Oct2022,1.35284807883124
ALB,1980,2020,USD,WEO,Oct2022,0.33317885515578
ALB,1981,2020,USD,WEO,Oct2022,0.361051934950491
ALB,1982,2020,USD,WEO,Oct2022,0.361423275327886
ALB,1983,2020,USD,WEO,Oct2022,0.361072012516227
ALB,1984,2020,USD,WEO,Oct2022,0.349565358911532
ALB,1985,2020,USD,WEO,Oct2022,0.362482377360882
ALB,1986,2020,USD,WEO,Oct2022,0.379655054539868
ALB,1987,2020,USD,WEO,Oct2022,0.379610081248871
ALB,1988,2020,USD,WEO,Oct2022,0.379598678284622
ALB,1989,2020,USD,WEO,Oct2022,0.379743524681226
ALB,1990,2020,USD,WEO,Oct2022,0.337215772386951
ALB,1991,2020,USD,WEO,Oct2022,0.281097493991574
ALB,1992,2020,USD,WEO,Oct2022,0.1915607032967
ALB,1993,2020,USD,WEO,Oct2022,0.302913416972403
ALB,1994,2020,USD,WEO,Oct2022,0.447452520857244
ALB,1995,2020,USD,WEO,Oct2022,0.501553272943745
ALB,1996,2020,USD,WEO,Oct2022,0.510444254779018
ALB,1997,2020,USD,WEO,Oct2022,0.404532916956377
ALB,1998,2020,USD,WEO,Oct2022,0.421243256849372
ALB,1999,2020,USD,WEO,Oct2022,0.467738796172039
ALB,2000,2020,USD,WEO,Oct2022,0.474703687380097
ALB,2001,2020,USD,WEO,Oct2022,0.494356472787533
ALB,2002,2020,USD,WEO,Oct2022,0.523465722609259
ALB,2003,2020,USD,WEO,Oct2022,0.64012849373253
ALB,2004,2020,USD,WEO,Oct2022,0.776854095538252
ALB,2005,2020,USD,WEO,Oct2022,0.825005753036936
ALB,2006,2020,USD,WEO,Oct2022,0.860676058184123
ALB,2007,2020,USD,WEO,Oct2022,0.974670859859281
ALB,2008,2020,USD,WEO,Oct2022,1.0938300625206
ALB,2009,2020,USD,WEO,Oct2022,0.989563647032143
ALB,2010,2020,USD,WEO,Oct2022,0.945714631495123
ALB,2011,2020,USD,WEO,Oct2022,0.996566921292299
ALB,2012,2020,USD,WEO,Oct2022,0.938830246092217
ALB,2013,2020,USD,WEO,Oct2022,0.964211199210951
ALB,2014,2020,USD,WEO,Oct2022,0.981642417637231
ALB,2015,2020,USD,WEO,Oct2022,0.825700467790676
ALB,2016,2020,USD,WEO,Oct2022,0.832398861143471
ALB,2017,2020,USD,WEO,Oct2022,0.882425753244849
ALB,2018,2020,USD,WEO,Oct2022,0.985072993237174
ALB,2019,2020,USD,WEO,Oct2022,0.980331562561836
ALB,2020,2020,USD,WEO,Oct2022,1
ALB,2021,2020,USD,WEO,Oct2022,1.11292710504461
ALB,2022,2020,USD,WEO,Oct2022,1.06696620329866
ALB,2023,2020,USD,WEO,Oct2022,1.07435589248591
ALB,2024,2020,USD,WEO,Oct2022,1.09717771946194
ALB,2025,2020,USD,WEO,Oct2022,1.13602186128406
ALB,2026,2020,USD,WEO,Oct2022,1.16644394972678
ALB,2027,2020,USD,WEO,Oct2022,1.19624096053015
AND,1980,2020,USD,WEO_est,Oct2022,0.377667019735837
AND,1981,2020,USD,WEO_est,Oct2022,0.386210050681062
AND,1982,2020,USD,WEO_est,Oct2022,0.394946329577306
AND,1983,2020,USD,WEO_est,Oct2022,0.403880227797072
AND,1984,2020,USD,WEO_est,Oct2022,0.413016215595658
AND,1985,2020,USD,WEO_est,Oct2022,0.422358864347942
AND,1986,2020,USD,WEO_est,Oct2022,0.431912848835755
AND,1987,2020,USD,WEO_est,Oct2022,0.441682949587008
AND,1988,2020,USD,WEO_est,Oct2022,0.45167405526772
AND,1989,2020,USD,WEO_est,Oct2022,0.461891165128164
AND,1990,2020,USD,WEO_est,Oct2022,0.472339391504341
AND,1991,2020,USD,WEO_est,Oct2022,0.483023962376039
AND,1992,2020,USD,WEO_est,Oct2022,0.493950223982759
AND,1993,2020,USD,WEO_est,Oct2022,0.505123643498812
AND,1994,2020,USD,WEO_est,Oct2022,0.516549811768929
AND,1995,2020,USD,WEO_est,Oct2022,0.528234446105756
AND,1996,2020,USD,WEO_est,Oct2022,0.540183393150621
AND,1997,2020,USD,WEO_est,Oct2022,0.552402631799023
AND,1998,2020,USD,WEO_est,Oct2022,0.564898276192288
AND,1999,2020,USD,WEO_est,Oct2022,0.577676578776905
AND,2000,2020,USD,WEO,Oct2022,0.590743933433065
AND,2001,2020,USD,WEO,Oct2022,0.591500798278045
AND,2002,2020,USD,WEO,Oct2022,0.642948919849475
AND,2003,2020,USD,WEO,Oct2022,0.79475253575032
AND,2004,2020,USD,WEO,Oct2022,0.901115138360331
AND,2005,2020,USD,WEO,Oct2022,0.932312450359801
AND,2006,2020,USD,WEO,Oct2022,0.973474354348606
AND,2007,2020,USD,WEO,Oct2022,1.09616254714335
AND,2008,2020,USD,WEO,Oct2022,1.19886545638844
AND,2009,2020,USD,WEO,Oct2022,1.1397735360937
AND,2010,2020,USD,WEO,Oct2022,1.09028402247209
AND,2011,2020,USD,WEO,Oct2022,1.1470098053176
AND,2012,2020,USD,WEO,Oct2022,1.06186960640401
AND,2013,2020,USD,WEO,Oct2022,1.10231153513813
AND,2014,2020,USD,WEO,Oct2022,1.10030669349121
AND,2015,2020,USD,WEO,Oct2022,0.926039651135499
AND,2016,2020,USD,WEO,Oct2022,0.926849035261939
AND,2017,2020,USD,WEO,Oct2022,0.954920211831823
AND,2018,2020,USD,WEO,Oct2022,1.01033347941601
AND,2019,2020,USD,WEO,Oct2022,0.971280693240901
AND,2020,2020,USD,WEO,Oct2022,1
AND,2021,2020,USD,WEO,Oct2022,1.05943707654034
AND,2022,2020,USD,WEO,Oct2022,0.985717942217006
AND,2023,2020,USD,WEO,Oct2022,0.983364890514703
AND,2024,2020,USD,WEO,Oct2022,1.00518924384423
AND,2025,2020,USD,WEO,Oct2022,1.03014305981741
AND,2026,2020,USD,WEO,Oct2022,1.05558725428577
AND,2027,2020,USD,WEO,Oct2022,1.08066491758661
ARE,1980,2020,USD,WEO,Oct2022,0.412544434331102
ARE,1981,2020,USD,WEO,Oct2022,0.425245483723826
ARE,1982,2020,USD,WEO,Oct2022,0.426067561168454
ARE,1983,2020,USD,WEO,Oct2022,0.412034220415343
ARE,1984,2020,USD,WEO,Oct2022,0.39105033564539
ARE,1985,2020,USD,WEO,Oct2022,0.393759079814491
ARE,1986,2020,USD,WEO,Oct2022,0.386533331499653
ARE,1987,2020,USD,WEO,Oct2022,0.403040711094394
ARE,1988,2020,USD,WEO,Oct2022,0.420692258887093
ARE,1989,2020,USD,WEO,Oct2022,0.419582632244101
ARE,1990,2020,USD,WEO,Oct2022,0.437637605685544
ARE,1991,2020,USD,WEO,Oct2022,0.434844454717461
ARE,1992,2020,USD,WEO,Oct2022,0.441998656502451
ARE,1993,2020,USD,WEO,Oct2022,0.45254320899433
ARE,1994,2020,USD,WEO,Oct2022,0.453153408731296
ARE,1995,2020,USD,WEO,Oct2022,0.470965614382728
ARE,1996,2020,USD,WEO,Oct2022,0.498757549023125
ARE,1997,2020,USD,WEO,Oct2022,0.493166570311364
ARE,1998,2020,USD,WEO,Oct2022,0.471284505360473
ARE,1999,2020,USD,WEO,Oct2022,0.512863093118567
ARE,2000,2020,USD,WEO,Oct2022,0.572433058978192
ARE,2001,2020,USD,WEO,Oct2022,0.562015566251353
ARE,2002,2020,USD,WEO,Oct2022,0.582951675835225
ARE,2003,2020,USD,WEO,Oct2022,0.606621738988159
ARE,2004,2020,USD,WEO,Oct2022,0.658130009098342
ARE,2005,2020,USD,WEO,Oct2022,0.76680780495255
ARE,2006,2020,USD,WEO,Oct2022,0.858587895561183
ARE,2007,2020,USD,WEO,Oct2022,0.965764222860131
ARE,2008,2020,USD,WEO,Oct2022,1.14449779455726
ARE,2009,2020,USD,WEO,Oct2022,0.97058376857141
ARE,2010,2020,USD,WEO,Oct2022,1.09189559042434
ARE,2011,2020,USD,WEO,Oct2022,1.23566392397405
ARE,2012,2020,USD,WEO,Oct2022,1.26332257284504
ARE,2013,2020,USD,WEO,Oct2022,1.25237190075325
ARE,2014,2020,USD,WEO,Oct2022,1.23953565073413
ARE,2015,2020,USD,WEO,Oct2022,1.04813140079062
ARE,2016,2020,USD,WEO,Oct2022,1.01466379794237
ARE,2017,2020,USD,WEO,Oct2022,1.07041501862141
ARE,2018,2020,USD,WEO,Oct2022,1.15825877677258
ARE,2019,2020,USD,WEO,Oct2022,1.10678167242086
ARE,2020,2020,USD,WEO,Oct2022,1
ARE,2021,2020,USD,WEO,Oct2022,1.12685963503699
ARE,2022,2020,USD,WEO,Oct2022,1.28769736017794
ARE,2023,2020,USD,WEO,Oct2022,1.27288168242241
ARE,2024,2020,USD,WEO,Oct2022,1.27063577434273
ARE,2025,2020,USD,WEO,Oct2022,1.27431119287021
ARE,2026,2020,USD,WEO,Oct2022,1.28255065335855
ARE,2027,2020,USD,WEO,Oct2022,1.29417016182956
ARG,1980,2020,USD,WEO,Oct2022,1.04924828061565
ARG,1981,2020,USD,WEO,Oct2022,0.90410478187784
ARG,1982,2020,USD,WEO,Oct2022,0.463548554895474
ARG,1983,2020,USD,WEO,Oct2022,0.551256091095859
ARG,1984,2020,USD,WEO,Oct2022,0.606811326566436
ARG,1985,2020,USD,WEO,Oct2022,0.492558210783959
ARG,1986,2020,USD,WEO,Oct2022,0.552796896090962
ARG,1987,2020,USD,WEO,Oct2022,0.552785487367194
ARG,1988,2020,USD,WEO,Oct2022,0.660409126978115
ARG,1989,2020,USD,WEO,Oct2022,0.455631329090999
ARG,1990,2020,USD,WEO,Oct2022,0.798856281203507
ARG,1991,2020,USD,WEO,Oct2022,0.969804120937506
ARG,1992,2020,USD,WEO,Oct2022,1.06095772530153
ARG,1993,2020,USD,WEO,Oct2022,1.03227561320459
ARG,1994,2020,USD,WEO,Oct2022,1.06174785119074
ARG,1995,2020,USD,WEO,Oct2022,1.09535257642875
ARG,1996,2020,USD,WEO,Oct2022,1.09477608788919
ARG,1997,2020,USD,WEO,Oct2022,1.0896965668292
ARG,1998,2020,USD,WEO,Oct2022,1.0711154296947
ARG,1999,2020,USD,WEO,Oct2022,1.05144030155744
ARG,2000,2020,USD,WEO,Oct2022,1.06234635027931
ARG,2001,2020,USD,WEO,Oct2022,1.05070682345864
ARG,2002,2020,USD,WEO,Oct2022,0.441402381859156
ARG,2003,2020,USD,WEO,Oct2022,0.513099598938509
ARG,2004,2020,USD,WEO,Oct2022,0.545475226462534
ARG,2005,2020,USD,WEO,Oct2022,0.605532492543282
ARG,2006,2020,USD,WEO,Oct2022,0.654984240567899
ARG,2007,2020,USD,WEO,Oct2022,0.742833105684684
ARG,2008,2020,USD,WEO,Oct2022,0.901373495487304
ARG,2009,2020,USD,WEO,Oct2022,0.881888033608203
ARG,2010,2020,USD,WEO,Oct2022,1.01641408921112
ARG,2011,2020,USD,WEO,Oct2022,1.19118032629321
ARG,2012,2020,USD,WEO,Oct2022,1.32218800610214
ARG,2013,2020,USD,WEO,Oct2022,1.36197798680939
ARG,2014,2020,USD,WEO,Oct2022,1.2877432732379
ARG,2015,2020,USD,WEO,Oct2022,1.42887684757394
ARG,2016,2020,USD,WEO,Oct2022,1.26460106659967
ARG,2017,2020,USD,WEO,Oct2022,1.42230697979749
ARG,2018,2020,USD,WEO,Oct2022,1.18961498953474
ARG,2019,2020,USD,WEO,Oct2022,1.04582031375301
ARG,2020,2020,USD,WEO,Oct2022,1
ARG,2021,2020,USD,WEO,Oct2022,1.13313297423141
ARG,2022,2020,USD,WEO,Oct2022,1.41140411795024
ARG,2023,2020,USD,WEO,Oct2022,1.41213601158299
ARG,2024,2020,USD,WEO,Oct2022,1.38182203709012
ARG,2025,2020,USD,WEO,Oct2022,1.31887845111483
ARG,2026,2020,USD,WEO,Oct2022,1.30869685972556
ARG,2027,2020,USD,WEO,Oct2022,1.34206193404773
ARM,1980,2020,USD,WEO_est,Oct2022,0.00867545698858856
ARM,1981,2020,USD,WEO_est,Oct2022,0.00967974107551978
ARM,1982,2020,USD,WEO_est,Oct2022,0.0108002826147777
ARM,1983,2020,USD,WEO_est,Oct2022,0.0120505397457448
ARM,1984,2020,USD,WEO_est,Oct2022,0.0134455285424736
ARM,1985,2020,USD,WEO_est,Oct2022,0.0150020033625721
ARM,1986,2020,USD,WEO_est,Oct2022,0.0167386580735502
ARM,1987,2020,USD,WEO_est,Oct2022,0.0186763505734336
ARM,1988,2020,USD,WEO_est,Oct2022,0.0208383533022258
ARM,1989,2020,USD,WEO_est,Oct2022,0.0232506327529571
ARM,1990,2020,USD,WEO_est,Oct2022,0.0259421613393579
ARM,1991,2020,USD,WEO_est,Oct2022,0.0289452653658074
ARM,1992,2020,USD,WEO,Oct2022,0.0322960132788128
ARM,1993,2020,USD,WEO,Oct2022,0.290526642997721
ARM,1994,2020,USD,WEO,Oct2022,0.213911377998299
ARM,1995,2020,USD,WEO,Oct2022,0.393261100437377
ARM,1996,2020,USD,WEO,Oct2022,0.464001746165338
ARM,1997,2020,USD,WEO,Oct2022,0.460604014517332
ARM,1998,2020,USD,WEO,Oct2022,0.500328370926205
ARM,1999,2020,USD,WEO,Oct2022,0.472908301739124
ARM,2000,2020,USD,WEO,Oct2022,0.462983255592299
ARM,2001,2020,USD,WEO,Oct2022,0.468507091344863
ARM,2002,2020,USD,WEO,Oct2022,0.45779208607683
ARM,2003,2020,USD,WEO,Oct2022,0.474199783766326
ARM,2004,2020,USD,WEO,Oct2022,0.54699295298318
ARM,2005,2020,USD,WEO,Oct2022,0.656634577169518
ARM,2006,2020,USD,WEO,Oct2022,0.755756328832918
ARM,2007,2020,USD,WEO,Oct2022,0.958103215255874
ARM,2008,2020,USD,WEO,Oct2022,1.13485845272691
ARM,2009,2020,USD,WEO,Oct2022,0.980266229049136
ARM,2010,2020,USD,WEO,Oct2022,1.02704258407937
ARM,2011,2020,USD,WEO,Oct2022,1.07437127653967
ARM,2012,2020,USD,WEO,Oct2022,1.04999464283623
ARM,2013,2020,USD,WEO,Oct2022,1.06335031901844
ARM,2014,2020,USD,WEO,Oct2022,1.07145921929204
ARM,2015,2020,USD,WEO,Oct2022,0.943218867457656
ARM,2016,2020,USD,WEO,Oct2022,0.940758733414827
ARM,2017,2020,USD,WEO,Oct2022,0.95636925834876
ARM,2018,2020,USD,WEO,Oct2022,0.982287701525117
ARM,2019,2020,USD,WEO,Oct2022,0.997695985285974
ARM,2020,2020,USD,WEO,Oct2022,1
ARM,2021,2020,USD,WEO,Oct2022,1.04279953959502
ARM,2022,2020,USD,WEO,Oct2022,1.23826904470106
ARM,2023,2020,USD,WEO,Oct2022,1.31558685557232
ARM,2024,2020,USD,WEO,Oct2022,1.35902220774593
ARM,2025,2020,USD,WEO,Oct2022,1.4191044025016
ARM,2026,2020,USD,WEO,Oct2022,1.45476977380991
ARM,2027,2020,USD,WEO,Oct2022,1.4933004550879
ATG,1980,2020,USD,WEO,Oct2022,0.294424226909807
ATG,1981,2020,USD,WEO,Oct2022,0.320408371634741
ATG,1982,2020,USD,WEO,Oct2022,0.355349161301279
ATG,1983,2020,USD,WEO,Oct2022,0.374274798334605
ATG,1984,2020,USD,WEO,Oct2022,0.388274521552326
ATG,1985,2020,USD,WEO,Oct2022,0.417929255471877
ATG,1986,2020,USD,WEO,Oct2022,0.451061881550289
ATG,1987,2020,USD,WEO,Oct2022,0.491592120193391
ATG,1988,2020,USD,WEO,Oct2022,0.553190070205827
ATG,1989,2020,USD,WEO,Oct2022,0.578276632609624
ATG,1990,2020,USD,WEO,Oct2022,0.586943083809546
ATG,1991,2020,USD,WEO,Oct2022,0.603222031528741
ATG,1992,2020,USD,WEO,Oct2022,0.617348600576367
ATG,1993,2020,USD,WEO,Oct2022,0.628691846665132
ATG,1994,2020,USD,WEO,Oct2022,0.64883253384563
ATG,1995,2020,USD,WEO,Oct2022,0.664589643301828
ATG,1996,2020,USD,WEO,Oct2022,0.684991788798291
ATG,1997,2020,USD,WEO,Oct2022,0.697605917436297
ATG,1998,2020,USD,WEO,Oct2022,0.712064235011678
